time_s,aircraft_x,aircraft_y,aircraft_z,missile_x,missile_y,missile_z,distance
0.000,20000.000,0.000,7000.000,0.000,-5000.000,2000.000,21213.203
0.050,20012.500,0.000,7000.000,17.530,-4995.614,2004.381,21206.395
0.100,20025.000,0.002,7000.000,35.224,-4991.179,2008.801,21199.413
0.150,20037.500,0.006,7000.001,53.082,-4986.696,2013.259,21192.257
0.200,20050.000,0.014,7000.002,71.103,-4982.164,2017.755,21184.928
0.250,20062.500,0.027,7000.003,89.289,-4977.584,2022.288,21177.427
0.300,20074.999,0.046,7000.006,107.637,-4972.955,2026.860,21169.753
0.350,20087.499,0.074,7000.009,126.150,-4968.276,2031.470,21161.907
0.400,20099.998,0.110,7000.014,144.826,-4963.549,2036.117,21153.889
0.450,20112.496,0.156,7000.019,163.666,-4958.772,2040.802,21145.700
0.500,20124.994,0.213,7000.027,182.670,-4953.946,2045.524,21137.339
0.550,20137.492,0.282,7000.035,201.837,-4949.070,2050.284,21128.806
0.600,20149.988,0.365,7000.046,221.168,-4944.144,2055.081,21120.103
0.650,20162.484,0.463,7000.058,240.662,-4939.168,2059.915,21111.228
0.700,20174.979,0.576,7000.072,260.319,-4934.142,2064.786,21102.183
0.750,20187.472,0.706,7000.089,280.141,-4929.065,2069.694,21092.967
0.800,20199.964,0.854,7000.107,300.125,-4923.938,2074.639,21083.581
0.850,20212.454,1.021,7000.128,320.273,-4918.759,2079.620,21074.024
0.900,20224.942,1.208,7000.152,340.584,-4913.529,2084.637,21064.297
0.950,20237.429,1.415,7000.178,361.059,-4908.248,2089.691,21054.400
1.000,20249.913,1.645,7000.207,381.696,-4902.915,2094.781,21044.333
1.050,20262.395,1.897,7000.238,402.497,-4897.529,2099.907,21034.095
1.100,20274.874,2.173,7000.273,423.460,-4892.091,2105.068,21023.689
1.150,20287.350,2.473,7000.311,444.580,-4886.601,2110.264,21013.118
1.200,20299.823,2.799,7000.352,465.853,-4881.062,2115.493,21002.389
1.250,20312.293,3.151,7000.397,487.272,-4875.474,2120.754,20991.506
1.300,20324.759,3.531,7000.445,508.834,-4869.839,2126.045,20980.476
1.350,20337.221,3.938,7000.496,530.533,-4864.157,2131.366,20969.303
1.400,20349.679,4.374,7000.552,552.365,-4858.430,2136.715,20957.992
1.450,20362.133,4.839,7000.611,574.324,-4852.659,2142.091,20946.548
1.500,20374.583,5.335,7000.674,596.408,-4846.845,2147.493,20934.976
1.550,20387.027,5.861,7000.741,618.611,-4840.989,2152.920,20923.279
1.600,20399.466,6.419,7000.812,640.929,-4835.092,2158.372,20911.462
1.650,20411.900,7.009,7000.887,663.359,-4829.155,2163.846,20899.530
1.700,20424.329,7.632,7000.967,685.896,-4823.179,2169.343,20887.485
1.750,20436.751,8.288,7001.051,708.538,-4817.164,2174.862,20875.332
1.800,20449.168,8.979,7001.139,731.280,-4811.112,2180.400,20863.075
1.850,20461.578,9.704,7001.233,754.119,-4805.023,2185.959,20850.717
1.900,20473.981,10.464,7001.330,777.051,-4798.899,2191.536,20838.261
1.950,20486.377,11.259,7001.433,800.074,-4792.739,2197.132,20825.711
2.000,20498.767,12.091,7001.540,823.184,-4786.544,2202.745,20813.070
2.050,20511.148,12.959,7001.652,846.378,-4780.315,2208.375,20800.341
2.100,20523.523,13.864,7001.769,869.654,-4774.054,2214.021,20787.526
2.150,20535.889,14.806,7001.891,893.008,-4767.759,2219.682,20774.629
2.200,20548.247,15.786,7002.019,916.438,-4761.433,2225.359,20761.653
2.250,20560.597,16.805,7002.151,939.941,-4755.075,2231.049,20748.600
2.300,20572.938,17.861,7002.289,963.515,-4748.686,2236.753,20735.472
2.350,20585.271,18.957,7002.432,987.156,-4742.266,2242.470,20722.273
2.400,20597.594,20.092,7002.580,1010.864,-4735.817,2248.200,20709.003
2.450,20609.908,21.266,7002.734,1034.634,-4729.338,2253.942,20695.667
2.500,20622.213,22.479,7002.894,1058.466,-4722.830,2259.695,20682.265
2.550,20634.508,23.733,7003.059,1082.357,-4716.294,2265.459,20668.801
2.600,20646.794,25.026,7003.229,1106.304,-4709.729,2271.234,20655.275
2.650,20659.069,26.360,7003.406,1130.307,-4703.136,2277.019,20641.691
2.700,20671.334,27.734,7003.588,1154.362,-4696.516,2282.814,20628.050
2.750,20683.588,29.149,7003.776,1178.468,-4689.868,2288.618,20614.353
2.800,20695.833,30.605,7003.969,1202.624,-4683.194,2294.431,20600.603
2.850,20708.066,32.101,7004.169,1226.826,-4676.494,2300.253,20586.801
2.900,20720.288,33.639,7004.375,1251.075,-4669.767,2306.083,20572.950
2.950,20732.500,35.217,7004.586,1275.367,-4663.014,2311.921,20559.049
3.000,20744.700,36.837,7004.804,1299.701,-4656.236,2317.766,20545.102
3.050,20756.889,38.498,7005.028,1324.077,-4649.432,2323.618,20531.110
3.100,20769.066,40.200,7005.258,1348.491,-4642.604,2329.478,20517.074
3.150,20781.232,41.943,7005.494,1372.944,-4635.750,2335.344,20502.995
3.200,20793.387,43.728,7005.737,1397.432,-4628.872,2341.216,20488.874
3.250,20805.529,45.554,7005.985,1421.956,-4621.969,2347.095,20474.715
3.300,20817.660,47.421,7006.240,1446.514,-4615.043,2352.979,20460.516
3.350,20829.778,49.329,7006.502,1471.103,-4608.092,2358.868,20446.280
3.400,20841.885,51.278,7006.770,1495.724,-4601.117,2364.763,20432.008
3.450,20853.980,53.268,7007.044,1520.375,-4594.119,2370.663,20417.700
3.500,20866.062,55.299,7007.325,1545.055,-4587.097,2376.568,20403.359
3.550,20878.132,57.370,7007.612,1569.762,-4580.052,2382.478,20388.985
3.600,20890.190,59.483,7007.906,1594.495,-4572.985,2388.391,20374.580
3.650,20902.236,61.635,7008.206,1619.254,-4565.897,2394.307,20360.145
3.700,20914.269,63.829,7008.513,1644.036,-4558.787,2400.225,20345.682
3.750,20926.290,66.062,7008.827,1668.840,-4551.659,2406.145,20331.193
3.800,20938.299,68.335,7009.147,1693.664,-4544.511,2412.065,20316.679
3.850,20950.295,70.648,7009.475,1718.509,-4537.346,2417.985,20302.142
3.900,20962.279,73.001,7009.808,1743.371,-4530.163,2423.904,20287.584
3.950,20974.250,75.393,7010.149,1768.251,-4522.964,2429.821,20273.005
4.000,20986.209,77.824,7010.497,1793.146,-4515.750,2435.736,20258.407
4.050,20998.156,80.294,7010.851,1818.056,-4508.522,2441.647,20243.792
4.100,21010.091,82.803,7011.212,1842.979,-4501.279,2447.555,20229.161
4.150,21022.013,85.350,7011.580,1867.914,-4494.024,2453.458,20214.516
4.200,21033.924,87.935,7011.956,1892.861,-4486.756,2459.356,20199.858
4.250,21045.822,90.558,7012.338,1917.818,-4479.476,2465.248,20185.187
4.300,21057.708,93.219,7012.727,1942.783,-4472.186,2471.134,20170.506
4.350,21069.582,95.916,7013.123,1967.757,-4464.885,2477.012,20155.816
4.400,21081.444,98.651,7013.526,1992.738,-4457.574,2482.884,20141.117
4.450,21093.295,101.422,7013.936,2017.725,-4450.255,2488.747,20126.412
4.500,21105.133,104.229,7014.354,2042.718,-4442.927,2494.601,20111.700
4.550,21116.961,107.072,7014.778,2067.707,-4435.604,2500.447,20096.994
4.600,21128.776,109.950,7015.210,2092.677,-4428.316,2506.284,20082.314
4.650,21140.581,112.864,7015.648,2117.632,-4421.068,2512.109,20067.660
4.700,21152.374,115.812,7016.095,2142.573,-4413.862,2517.918,20053.031
4.750,21164.156,118.794,7016.548,2167.502,-4406.701,2523.708,20038.428
4.800,21175.927,121.810,7017.008,2192.419,-4399.586,2529.471,20023.850
4.850,21187.687,124.859,7017.476,2217.327,-4392.515,2535.204,20009.298
4.900,21199.437,127.942,7017.951,2242.224,-4385.486,2540.901,19994.773
4.950,21211.176,131.057,7018.434,2267.111,-4378.496,2546.557,19980.274
5.000,21222.905,134.204,7018.924,2291.989,-4371.539,2552.169,19965.801
5.050,21234.624,137.383,7019.421,2316.855,-4364.611,2557.735,19951.355
5.100,21246.333,140.593,7019.926,2341.710,-4357.705,2563.254,19936.934
5.150,21258.032,143.833,7020.438,2366.554,-4350.815,2568.727,19922.539
5.200,21269.721,147.104,7020.958,2391.384,-4343.935,2574.156,19908.166
5.250,21281.402,150.404,7021.485,2416.202,-4337.061,2579.544,19893.816
5.300,21293.073,153.733,7022.019,2441.006,-4330.187,2584.897,19879.487
5.350,21304.735,157.092,7022.562,2465.798,-4323.312,2590.218,19865.177
5.400,21316.388,160.478,7023.111,2490.576,-4316.433,2595.513,19850.883
5.450,21328.033,163.891,7023.669,2515.342,-4309.550,2600.789,19836.605
5.500,21339.670,167.332,7024.234,2540.096,-4302.664,2606.050,19822.340
5.550,21351.299,170.799,7024.806,2564.841,-4295.778,2611.301,19808.088
5.600,21362.920,174.292,7025.387,2589.576,-4288.894,2616.545,19793.846
5.650,21374.533,177.810,7025.975,2614.304,-4282.016,2621.784,19779.614
5.700,21386.139,181.353,7026.570,2639.027,-4275.148,2627.021,19765.391
5.750,21397.738,184.920,7027.174,2663.745,-4268.294,2632.253,19751.176
5.800,21409.331,188.510,7027.785,2688.460,-4261.458,2637.481,19736.970
5.850,21420.916,192.123,7028.404,2713.174,-4254.642,2642.701,19722.772
5.900,21432.496,195.758,7029.031,2737.887,-4247.848,2647.911,19708.583
5.950,21444.070,199.415,7029.665,2762.600,-4241.078,2653.107,19694.404
6.000,21455.638,203.093,7030.308,2787.314,-4234.332,2658.284,19680.235
6.050,21467.200,206.791,7030.958,2812.029,-4227.607,2663.439,19666.076
6.100,21478.758,210.508,7031.617,2836.744,-4220.902,2668.568,19651.929
6.150,21490.311,214.245,7032.283,2861.459,-4214.214,2673.669,19637.793
6.200,21501.859,217.999,7032.957,2886.173,-4207.539,2678.739,19623.668
6.250,21513.403,221.771,7033.639,2910.887,-4200.872,2683.778,19609.556
6.300,21524.943,225.560,7034.329,2935.598,-4194.209,2688.785,19595.455
6.350,21536.479,229.365,7035.027,2960.307,-4187.546,2693.763,19581.365
6.400,21548.012,233.185,7035.734,2985.013,-4180.879,2698.713,19567.285
6.450,21559.542,237.020,7036.448,3009.715,-4174.205,2703.639,19553.215
6.500,21571.069,240.868,7037.170,3034.413,-4167.522,2708.544,19539.154
6.550,21582.594,244.730,7037.901,3059.106,-4160.827,2713.431,19525.101
6.600,21594.117,248.604,7038.639,3083.795,-4154.121,2718.306,19511.055
6.650,21605.638,252.489,7039.386,3108.481,-4147.405,2723.172,19497.015
6.700,21617.157,256.385,7040.141,3133.162,-4140.680,2728.033,19482.980
6.750,21628.675,260.291,7040.904,3157.842,-4133.947,2732.891,19468.949
6.800,21640.192,264.206,7041.675,3182.519,-4127.210,2737.748,19454.923
6.850,21651.708,268.129,7042.454,3207.195,-4120.471,2742.606,19440.900
6.900,21663.225,272.059,7043.242,3231.871,-4113.735,2747.464,19426.881
6.950,21674.741,275.996,7044.037,3256.547,-4107.002,2752.323,19412.866
7.000,21686.257,279.939,7044.841,3281.225,-4100.277,2757.181,19398.854
7.050,21697.774,283.887,7045.654,3305.904,-4093.561,2762.035,19384.848
7.100,21709.292,287.838,7046.474,3330.586,-4086.854,2766.884,19370.846
7.150,21720.811,291.793,7047.303,3355.270,-4080.158,2771.725,19356.850
7.200,21732.332,295.750,7048.140,3379.956,-4073.473,2776.555,19342.860
7.250,21743.854,299.708,7048.986,3404.645,-4066.797,2781.372,19328.877
7.300,21755.378,303.666,7049.839,3429.335,-4060.128,2786.174,19314.901
7.350,21766.905,307.624,7050.701,3454.027,-4053.465,2790.959,19300.932
7.400,21778.434,311.581,7051.572,3478.720,-4046.805,2795.727,19286.971
7.450,21789.966,315.535,7052.450,3503.414,-4040.146,2800.478,19273.017
7.500,21801.501,319.486,7053.337,3528.107,-4033.485,2805.212,19259.071
7.550,21813.039,323.432,7054.232,3552.800,-4026.820,2809.930,19245.132
7.600,21824.581,327.373,7055.136,3577.492,-4020.149,2814.635,19231.200
7.650,21836.127,331.308,7056.048,3602.183,-4013.471,2819.328,19217.274
7.700,21847.677,335.236,7056.968,3626.872,-4006.785,2824.013,19203.353
7.750,21859.231,339.155,7057.896,3651.560,-4000.091,2828.691,19189.438
7.800,21870.789,343.066,7058.833,3676.246,-3993.390,2833.365,19175.527
7.850,21882.353,346.966,7059.778,3700.931,-3986.682,2838.037,19161.620
7.900,21893.921,350.855,7060.731,3725.616,-3979.970,2842.710,19147.717
7.950,21905.494,354.732,7061.692,3750.300,-3973.255,2847.385,19133.817
8.000,21917.073,358.595,7062.662,3774.984,-3966.540,2852.062,19119.920
8.050,21928.657,362.445,7063.640,3799.669,-3959.826,2856.741,19106.025
8.100,21940.247,366.279,7064.626,3824.356,-3953.115,2861.424,19092.134
8.150,21951.842,370.097,7065.620,3849.043,-3946.410,2866.108,19078.246
8.200,21963.444,373.898,7066.622,3873.733,-3939.711,2870.793,19064.360
8.250,21975.051,377.680,7067.632,3898.425,-3933.021,2875.478,19050.478
8.300,21986.665,381.443,7068.651,3923.119,-3926.339,2880.162,19036.599
8.350,21998.285,385.186,7069.677,3947.816,-3919.667,2884.843,19022.724
8.400,22009.911,388.908,7070.711,3972.515,-3913.003,2889.520,19008.852
8.450,22021.544,392.607,7071.754,3997.217,-3906.348,2894.192,18994.984
8.500,22033.184,396.283,7072.804,4021.920,-3899.702,2898.858,18981.120
8.550,22044.830,399.934,7073.862,4046.626,-3893.063,2903.518,18967.259
8.600,22056.482,403.560,7074.928,4071.334,-3886.430,2908.172,18953.401
8.650,22068.142,407.160,7076.001,4096.044,-3879.804,2912.821,18939.547
8.700,22079.808,410.732,7077.083,4120.755,-3873.183,2917.465,18925.695
8.750,22091.480,414.276,7078.171,4145.468,-3866.568,2922.104,18911.845
8.800,22103.160,417.790,7079.268,4170.182,-3859.957,2926.740,18897.997
8.850,22114.846,421.274,7080.372,4194.898,-3853.352,2931.374,18884.151
8.900,22126.539,424.726,7081.483,4219.615,-3846.753,2936.007,18870.305
8.950,22138.239,428.146,7082.602,4244.334,-3840.160,2940.640,18856.460
9.000,22149.945,431.533,7083.728,4269.056,-3833.575,2945.274,18842.615
9.050,22161.657,434.885,7084.862,4293.779,-3826.998,2949.909,18828.769
9.100,22173.376,438.202,7086.002,4318.505,-3820.431,2954.546,18814.923
9.150,22185.102,441.483,7087.150,4343.234,-3813.875,2959.185,18801.075
9.200,22196.833,444.727,7088.305,4367.965,-3807.330,2963.827,18787.226
9.250,22208.571,447.933,7089.466,4392.700,-3800.799,2968.470,18773.374
9.300,22220.315,451.100,7090.635,4417.438,-3794.282,2973.116,18759.521
9.350,22232.065,454.227,7091.810,4442.180,-3787.780,2977.763,18745.666
9.400,22243.820,457.313,7092.992,4466.926,-3781.292,2982.412,18731.807
9.450,22255.581,460.357,7094.180,4491.675,-3774.821,2987.063,18717.946
9.500,22267.348,463.359,7095.375,4516.428,-3768.366,2991.714,18704.082
9.550,22279.119,466.318,7096.577,4541.185,-3761.928,2996.367,18690.214
9.600,22290.896,469.233,7097.784,4565.946,-3755.507,3001.022,18676.341
9.650,22302.677,472.103,7098.998,4590.712,-3749.104,3005.678,18662.465
9.700,22314.463,474.928,7100.218,4615.481,-3742.720,3010.336,18648.583
9.750,22326.254,477.706,7101.444,4640.256,-3736.354,3014.995,18634.696
9.800,22338.049,480.436,7102.675,4665.034,-3730.008,3019.657,18620.803
9.850,22349.847,483.119,7103.913,4689.817,-3723.682,3024.320,18606.905
9.900,22361.650,485.754,7105.156,4714.605,-3717.376,3028.986,18592.999
9.950,22373.455,488.339,7106.404,4739.398,-3711.091,3033.654,18579.087
10.000,22385.264,490.874,7107.658,4764.196,-3704.828,3038.324,18565.168
10.050,22397.076,493.358,7108.918,4788.999,-3698.588,3042.996,18551.241
10.100,22408.891,495.792,7110.182,4813.806,-3692.370,3047.671,18537.306
10.150,22420.708,498.173,7111.452,4838.620,-3686.175,3052.348,18523.362
10.200,22432.527,500.502,7112.726,4863.438,-3680.003,3057.027,18509.409
10.250,22444.349,502.779,7114.005,4888.262,-3673.857,3061.709,18495.447
10.300,22456.171,505.001,7115.289,4913.092,-3667.735,3066.394,18481.475
10.350,22467.995,507.170,7116.578,4937.927,-3661.638,3071.081,18467.493
10.400,22479.820,509.284,7117.871,4962.768,-3655.567,3075.771,18453.501
10.450,22491.646,511.343,7119.169,4987.614,-3649.522,3080.463,18439.498
10.500,22503.473,513.347,7120.470,5012.467,-3643.504,3085.158,18425.483
10.550,22515.299,515.295,7121.776,5037.325,-3637.514,3089.857,18411.457
10.600,22527.125,517.186,7123.086,5062.190,-3631.551,3094.557,18397.419
10.650,22538.951,519.021,7124.399,5087.061,-3625.616,3099.261,18383.369
10.700,22550.777,520.799,7125.717,5111.938,-3619.710,3103.968,18369.305
10.750,22562.601,522.519,7127.038,5136.821,-3613.834,3108.677,18355.229
10.800,22574.424,524.182,7128.362,5161.711,-3607.987,3113.389,18341.140
10.850,22586.245,525.787,7129.690,5186.607,-3602.170,3118.105,18327.036
10.900,22598.065,527.333,7131.021,5211.509,-3596.384,3122.823,18312.919
10.950,22609.882,528.820,7132.355,5236.418,-3590.628,3127.544,18298.787
11.000,22621.697,530.249,7133.692,5261.334,-3584.905,3132.268,18284.641
11.050,22633.509,531.619,7135.032,5286.256,-3579.212,3136.995,18270.480
11.100,22645.319,532.929,7136.375,5311.185,-3573.553,3141.725,18256.303
11.150,22657.125,534.180,7137.720,5336.121,-3567.926,3146.458,18242.111
11.200,22668.928,535.372,7139.068,5361.064,-3562.331,3151.194,18227.903
11.250,22680.727,536.504,7140.418,5386.013,-3556.771,3155.933,18213.679
11.300,22692.521,537.575,7141.770,5410.970,-3551.244,3160.675,18199.439
11.350,22704.312,538.587,7143.125,5435.933,-3545.751,3165.420,18185.182
11.400,22716.098,539.539,7144.481,5460.904,-3540.293,3170.168,18170.909
11.450,22727.880,540.431,7145.840,5485.881,-3534.870,3174.919,18156.619
